file_name,fold,target,category,esc10,src_file,take,attr_id,attr_lic,attr_url,attr_note
fireworks/1-115545-A-48.wav,1,48,fireworks,False,115545,A,matucha,CC-BY,http://www.freesound.org/people/matucha/sounds/115545/,clip derived from fireworks_2009_close.wav
fireworks/1-115545-B-48.wav,1,48,fireworks,False,115545,B,matucha,CC-BY,http://www.freesound.org/people/matucha/sounds/115545/,clip derived from fireworks_2009_close.wav
fireworks/1-115545-C-48.wav,1,48,fireworks,False,115545,C,matucha,CC-BY,http://www.freesound.org/people/matucha/sounds/115545/,clip derived from fireworks_2009_close.wav
fireworks/1-115546-A-48.wav,1,48,fireworks,False,115546,A,matucha,CC-BY,http://www.freesound.org/people/matucha/sounds/115546/,clip derived from fireworks_2009_distant.wav
clapping/1-115920-A-22.wav,1,22,clapping,False,115920,A,issalcake,CC0,http://www.freesound.org/people/issalcake/sounds/115920/,"clip derived from Clapping, Medium Audience, slow to fast.wav"
clapping/1-115920-B-22.wav,1,22,clapping,False,115920,B,issalcake,CC0,http://www.freesound.org/people/issalcake/sounds/115920/,"clip derived from Clapping, Medium Audience, slow to fast.wav"
clapping/1-115921-A-22.wav,1,22,clapping,False,115921,A,issalcake,CC0,http://www.freesound.org/people/issalcake/sounds/115921/,"clip derived from Clapping, Small audience, far away.wav"
chainsaw/1-116765-A-41.wav,1,41,chainsaw,True,116765,A,UncleSigmund,CC0,http://www.freesound.org/people/UncleSigmund/sounds/116765/,clip derived from chainsaw.wav
airplane/1-11687-A-47.wav,1,47,airplane,False,11687,A,Bram,CC-BY,http://www.freesound.org/people/Bram/sounds/11687/,clip derived from 06-airplane-landing-overhead-zaventem.wav
mouse_click/1-118206-A-31.wav,1,31,mouse_click,False,118206,A,MegaPenguin13,CC0,http://www.freesound.org/people/MegaPenguin13/sounds/118206/,clip derived from Mac Book Pro Track Pad Click.aif
pouring_water/1-118559-A-17.wav,1,17,pouring_water,False,118559,A,antwash,CC0,http://www.freesound.org/people/antwash/sounds/118559/,clip derived from Drink Pouring.wav
train/1-119125-A-45.wav,1,45,train,False,119125,A,Benboncan,CC-BY,http://www.freesound.org/people/Benboncan/sounds/119125/,clip derived from Steam Train L To R.WAV
sheep/1-121951-A-8.wav,1,8,sheep,False,121951,A,odilonmarcenaro,CC0,http://www.freesound.org/people/odilonmarcenaro/sounds/121951/,clip derived from sheep pasture.wav
water_drops/1-12653-A-15.wav,1,15,water_drops,False,12653,A,mich3d,CC-BY,http://www.freesound.org/people/mich3d/sounds/12653/,clip derived from Drop_Fast_Long_02.wav
water_drops/1-12654-A-15.wav,1,15,water_drops,False,12654,A,mich3d,CC-BY,http://www.freesound.org/people/mich3d/sounds/12654/,clip derived from Drop_Slow_Long_01.wav
water_drops/1-12654-B-15.wav,1,15,water_drops,False,12654,B,mich3d,CC-BY,http://www.freesound.org/people/mich3d/sounds/12654/,clip derived from Drop_Slow_Long_01.wav
church_bells/1-13571-A-46.wav,1,46,church_bells,False,13571,A,acclivity,CC-BY-NC,http://www.freesound.org/people/acclivity/sounds/13571/,clip derived from DommeBells.wav
church_bells/1-13572-A-46.wav,1,46,church_bells,False,13572,A,acclivity,CC-BY-NC,http://www.freesound.org/people/acclivity/sounds/13572/,clip derived from RocamadorChurch.wav
clock_alarm/1-13613-A-37.wav,1,37,clock_alarm,False,13613,A,hookhead,CC0,http://www.freesound.org/people/hookhead/sounds/13613/,clip derived from alarm clock.aif
keyboard_typing/1-137-A-32.wav,1,32,keyboard_typing,False,137,A,Anton,CC-BY,http://www.freesound.org/people/Anton/sounds/137/,clip derived from keyboard-typing.wav
wind/1-137296-A-16.wav,1,16,wind,False,137296,A,Benboncan,CC-BY,http://www.freesound.org/people/Benboncan/sounds/137296/,clip derived from Rain And Wind On Glass.flac
clock_alarm/1-14262-A-37.wav,1,37,clock_alarm,False,14262,A,xyzr_kx,CC0,http://www.freesound.org/people/xyzr_kx/sounds/14262/,clip derived from alarm_clock.wav
footsteps/1-155858-A-25.wav,1,25,footsteps,False,155858,A,RutgerMuller,CC0,http://www.freesound.org/people/RutgerMuller/sounds/155858/,clip derived from Footsteps in Factory Hall on Wood and Concrete.wav
footsteps/1-155858-B-25.wav,1,25,footsteps,False,155858,B,RutgerMuller,CC0,http://www.freesound.org/people/RutgerMuller/sounds/155858/,clip derived from Footsteps in Factory Hall on Wood and Concrete.wav
footsteps/1-155858-C-25.wav,1,25,footsteps,False,155858,C,RutgerMuller,CC0,http://www.freesound.org/people/RutgerMuller/sounds/155858/,clip derived from Footsteps in Factory Hall on Wood and Concrete.wav
footsteps/1-155858-D-25.wav,1,25,footsteps,False,155858,D,RutgerMuller,CC0,http://www.freesound.org/people/RutgerMuller/sounds/155858/,clip derived from Footsteps in Factory Hall on Wood and Concrete.wav
footsteps/1-155858-E-25.wav,1,25,footsteps,False,155858,E,RutgerMuller,CC0,http://www.freesound.org/people/RutgerMuller/sounds/155858/,clip derived from Footsteps in Factory Hall on Wood and Concrete.wav
footsteps/1-155858-F-25.wav,1,25,footsteps,False,155858,F,RutgerMuller,CC0,http://www.freesound.org/people/RutgerMuller/sounds/155858/,clip derived from Footsteps in Factory Hall on Wood and Concrete.wav
frog/1-15689-A-4.wav,1,4,frog,False,15689,A,reinsamba,CC-BY,http://www.freesound.org/people/reinsamba/sounds/15689/,clip derived from tree frog.wav
frog/1-15689-B-4.wav,1,4,frog,False,15689,B,reinsamba,CC-BY,http://www.freesound.org/people/reinsamba/sounds/15689/,clip derived from tree frog.wav
fireworks/1-160563-A-48.wav,1,48,fireworks,False,160563,A,daveincamas,CC0,http://www.freesound.org/people/daveincamas/sounds/160563/,"clip derived from Fireworks July 3, 2012"
fireworks/1-160563-B-48.wav,1,48,fireworks,False,160563,B,daveincamas,CC0,http://www.freesound.org/people/daveincamas/sounds/160563/,"clip derived from Fireworks July 3, 2012"
cow/1-16568-A-3.wav,1,3,cow,False,16568,A,acclivity,CC-BY-NC,http://www.freesound.org/people/acclivity/sounds/16568/,clip derived from TwoCows.wav
water_drops/1-16746-A-15.wav,1,15,water_drops,False,16746,A,kijjaz,CC-BY,http://www.freesound.org/people/kijjaz/sounds/16746/,clip derived from water drop-01.aif
brushing_teeth/1-17092-A-27.wav,1,27,brushing_teeth,False,17092,A,jppi_Stu,CC-BY,http://www.freesound.org/people/jppi_Stu/sounds/17092/,clip derived from sw_brushing_teeth.wav
brushing_teeth/1-17092-B-27.wav,1,27,brushing_teeth,False,17092,B,jppi_Stu,CC-BY,http://www.freesound.org/people/jppi_Stu/sounds/17092/,clip derived from sw_brushing_teeth.wav
car_horn/1-17124-A-43.wav,1,43,car_horn,False,17124,A,cognito perceptu,CC0,http://www.freesound.org/people/cognito%20perceptu/sounds/17124/,clip derived from car sharp horn.wav
crackling_fire/1-17150-A-12.wav,1,12,crackling_fire,True,17150,A,lgarrett,CC-BY,http://www.freesound.org/people/lgarrett/sounds/17150/,clip derived from lg fire5.wav
helicopter/1-172649-A-40.wav,1,40,helicopter,True,172649,A,senorstudy,CC0,http://www.freesound.org/people/senorstudy/sounds/172649/,clip derived from Small Helicopter Takes Off
helicopter/1-172649-B-40.wav,1,40,helicopter,True,172649,B,senorstudy,CC0,http://www.freesound.org/people/senorstudy/sounds/172649/,clip derived from Small Helicopter Takes Off
helicopter/1-172649-C-40.wav,1,40,helicopter,True,172649,C,senorstudy,CC0,http://www.freesound.org/people/senorstudy/sounds/172649/,clip derived from Small Helicopter Takes Off
helicopter/1-172649-D-40.wav,1,40,helicopter,True,172649,D,senorstudy,CC0,http://www.freesound.org/people/senorstudy/sounds/172649/,clip derived from Small Helicopter Takes Off
helicopter/1-172649-E-40.wav,1,40,helicopter,True,172649,E,senorstudy,CC0,http://www.freesound.org/people/senorstudy/sounds/172649/,clip derived from Small Helicopter Takes Off
helicopter/1-172649-F-40.wav,1,40,helicopter,True,172649,F,senorstudy,CC0,http://www.freesound.org/people/senorstudy/sounds/172649/,clip derived from Small Helicopter Takes Off
drinking_sipping/1-17295-A-29.wav,1,29,drinking_sipping,False,17295,A,luffy,CC-BY,http://www.freesound.org/people/luffy/sounds/17295/,clip derived from luffy_water2.wav
rain/1-17367-A-10.wav,1,10,rain,True,17367,A,cognito perceptu,CC0,http://www.freesound.org/people/cognito%20perceptu/sounds/17367/,clip derived from unlocki door to mod rain.wav
crackling_fire/1-17565-A-12.wav,1,12,crackling_fire,True,17565,A,markfrancombe,CC-BY,http://www.freesound.org/people/markfrancombe/sounds/17565/,clip derived from fire.mp3
insects/1-17585-A-7.wav,1,7,insects,False,17585,A,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/17585/,clip derived from 20060328.fat.fly.flac
crackling_fire/1-17742-A-12.wav,1,12,crackling_fire,True,17742,A,Krisboruff,CC-BY,http://www.freesound.org/people/Krisboruff/sounds/17742/,clip derived from Fire_Crackles(No Room).wav
crackling_fire/1-17808-A-12.wav,1,12,crackling_fire,True,17808,A,Everard,CC0,http://www.freesound.org/people/Everard/sounds/17808/,clip derived from Foc.WAV
crackling_fire/1-17808-B-12.wav,1,12,crackling_fire,True,17808,B,Everard,CC0,http://www.freesound.org/people/Everard/sounds/17808/,clip derived from Foc.WAV
laughing/1-1791-A-26.wav,1,26,laughing,False,1791,A,nicStage,CC-BY,http://www.freesound.org/people/nicStage/sounds/1791/,clip derived from stevenClayLaughLoop.wav
frog/1-17970-A-4.wav,1,4,frog,False,17970,A,reinsamba,CC-BY,http://www.freesound.org/people/reinsamba/sounds/17970/,clip derived from Water frogs.wav
hen/1-18074-A-6.wav,1,6,hen,False,18074,A,acclivity,CC-BY-NC,http://www.freesound.org/people/acclivity/sounds/18074/,clip derived from BerberFarmyard2.wav
hen/1-18074-B-6.wav,1,6,hen,False,18074,B,acclivity,CC-BY-NC,http://www.freesound.org/people/acclivity/sounds/18074/,clip derived from BerberFarmyard2.wav
helicopter/1-181071-A-40.wav,1,40,helicopter,True,181071,A,dwareing,CC0,http://www.freesound.org/people/dwareing/sounds/181071/,clip derived from helicopter1.wav
helicopter/1-181071-B-40.wav,1,40,helicopter,True,181071,B,dwareing,CC0,http://www.freesound.org/people/dwareing/sounds/181071/,clip derived from helicopter1.wav
engine/1-18527-A-44.wav,1,44,engine,False,18527,A,Corsica_S,CC-BY,http://www.freesound.org/people/Corsica_S/sounds/18527/,clip derived from garbage_truck.wav
engine/1-18527-B-44.wav,1,44,engine,False,18527,B,Corsica_S,CC-BY,http://www.freesound.org/people/Corsica_S/sounds/18527/,clip derived from garbage_truck.wav
breathing/1-18631-A-23.wav,1,23,breathing,False,18631,A,Walter_Odington,CC0,http://www.freesound.org/people/Walter_Odington/sounds/18631/,clip derived from female deep breathing.aif
mouse_click/1-18655-A-31.wav,1,31,mouse_click,False,18655,A,Ch0cchi,CC-BY,http://www.freesound.org/people/Ch0cchi/sounds/18655/,clip derived from MOUSE CLICKS.aif
crying_baby/1-187207-A-20.wav,1,20,crying_baby,True,187207,A,k3pp,CC0,http://www.freesound.org/people/k3pp/sounds/187207/,clip derived from More baby noises...
frog/1-18755-A-4.wav,1,4,frog,False,18755,A,WIM,CC-BY,http://www.freesound.org/people/WIM/sounds/18755/,clip derived from frogs01.wav
frog/1-18755-B-4.wav,1,4,frog,False,18755,B,WIM,CC-BY,http://www.freesound.org/people/WIM/sounds/18755/,clip derived from frogs01.wav
frog/1-18757-A-4.wav,1,4,frog,False,18757,A,WIM,CC-BY,http://www.freesound.org/people/WIM/sounds/18757/,clip derived from frogs03.wav
hand_saw/1-18810-A-49.wav,1,49,hand_saw,False,18810,A,Koops,CC-BY,http://www.freesound.org/people/Koops/sounds/18810/,clip derived from Sawing_02.wav
car_horn/1-19026-A-43.wav,1,43,car_horn,False,19026,A,han1,CC-BY,http://www.freesound.org/people/han1/sounds/19026/,clip derived from claxon.wav
coughing/1-19111-A-24.wav,1,24,coughing,False,19111,A,Fratz,CC-BY,http://www.freesound.org/people/Fratz/sounds/19111/,clip derived from cough1.aiff
coughing/1-19118-A-24.wav,1,24,coughing,False,19118,A,Fratz,CC-BY,http://www.freesound.org/people/Fratz/sounds/19118/,clip derived from cough3.aiff
insects/1-19501-A-7.wav,1,7,insects,False,19501,A,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/19501/,clip derived from 20060524.fly.flac
sheep/1-196660-A-8.wav,1,8,sheep,False,196660,A,soundmary,CC-BY,http://www.freesound.org/people/soundmary/sounds/196660/,clip derived from flock of sheep - quad bike background .mp3
sheep/1-196660-B-8.wav,1,8,sheep,False,196660,B,soundmary,CC-BY,http://www.freesound.org/people/soundmary/sounds/196660/,clip derived from flock of sheep - quad bike background .mp3
vacuum_cleaner/1-19840-A-36.wav,1,36,vacuum_cleaner,False,19840,A,fogma,CC-BY,http://www.freesound.org/people/fogma/sounds/19840/,clip derived from Hoover Stationary.wav
vacuum_cleaner/1-19872-A-36.wav,1,36,vacuum_cleaner,False,19872,A,fogma,CC-BY,http://www.freesound.org/people/fogma/sounds/19872/,clip derived from Hoover Moving.wav
vacuum_cleaner/1-19872-B-36.wav,1,36,vacuum_cleaner,False,19872,B,fogma,CC-BY,http://www.freesound.org/people/fogma/sounds/19872/,clip derived from Hoover Moving.wav
chainsaw/1-19898-A-41.wav,1,41,chainsaw,True,19898,A,JFBSAUVE,CC-BY,http://www.freesound.org/people/JFBSAUVE/sounds/19898/,clip derived from CHAINSAW.wav
chainsaw/1-19898-B-41.wav,1,41,chainsaw,True,19898,B,JFBSAUVE,CC-BY,http://www.freesound.org/people/JFBSAUVE/sounds/19898/,clip derived from CHAINSAW.wav
chainsaw/1-19898-C-41.wav,1,41,chainsaw,True,19898,C,JFBSAUVE,CC-BY,http://www.freesound.org/people/JFBSAUVE/sounds/19898/,clip derived from CHAINSAW.wav
glass_breaking/1-20133-A-39.wav,1,39,glass_breaking,False,20133,A,gezortenplotz,CC-BY,http://www.freesound.org/people/gezortenplotz/sounds/20133/,clip derived from breaking_glass.wav
cow/1-202111-A-3.wav,1,3,cow,False,202111,A,felix.blume,CC0,http://www.freesound.org/people/felix.blume/sounds/202111/,clip derived from Two bulls singing in the desert of Arizona
snoring/1-20545-A-28.wav,1,28,snoring,False,20545,A,sirplus,CC0,http://www.freesound.org/people/sirplus/sounds/20545/,clip derived from snore.wav
toilet_flush/1-20736-A-18.wav,1,18,toilet_flush,False,20736,A,megamart,CC-Sampling+,http://www.freesound.org/people/megamart/sounds/20736/,clip derived from toilet flush.wav
pig/1-208757-A-2.wav,1,2,pig,False,208757,A,felix.blume,CC0,http://www.freesound.org/people/felix.blume/sounds/208757/,"clip derived from Pigs in an intensive pigs farming, in Texas, USA."
pig/1-208757-B-2.wav,1,2,pig,False,208757,B,felix.blume,CC0,http://www.freesound.org/people/felix.blume/sounds/208757/,"clip derived from Pigs in an intensive pigs farming, in Texas, USA."
pig/1-208757-C-2.wav,1,2,pig,False,208757,C,felix.blume,CC0,http://www.freesound.org/people/felix.blume/sounds/208757/,"clip derived from Pigs in an intensive pigs farming, in Texas, USA."
pig/1-208757-D-2.wav,1,2,pig,False,208757,D,felix.blume,CC0,http://www.freesound.org/people/felix.blume/sounds/208757/,"clip derived from Pigs in an intensive pigs farming, in Texas, USA."
pig/1-208757-E-2.wav,1,2,pig,False,208757,E,felix.blume,CC0,http://www.freesound.org/people/felix.blume/sounds/208757/,"clip derived from Pigs in an intensive pigs farming, in Texas, USA."
crying_baby/1-211527-A-20.wav,1,20,crying_baby,True,211527,A,the_yura,CC0,http://www.freesound.org/people/the_yura/sounds/211527/,clip derived from Crying newborn baby child 3.WAV
crying_baby/1-211527-B-20.wav,1,20,crying_baby,True,211527,B,the_yura,CC0,http://www.freesound.org/people/the_yura/sounds/211527/,clip derived from Crying newborn baby child 3.WAV
crying_baby/1-211527-C-20.wav,1,20,crying_baby,True,211527,C,the_yura,CC0,http://www.freesound.org/people/the_yura/sounds/211527/,clip derived from Crying newborn baby child 3.WAV
rain/1-21189-A-10.wav,1,10,rain,True,21189,A,uberhuberman,CC0,http://www.freesound.org/people/uberhuberman/sounds/21189/,clip derived from Louisiana Rain 1.wav
church_bells/1-21421-A-46.wav,1,46,church_bells,False,21421,A,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/21421/,clip derived from 20060730.bells.wav
washing_machine/1-21896-A-35.wav,1,35,washing_machine,False,21896,A,ulcered,CC-Sampling+,http://www.freesound.org/people/ulcered/sounds/21896/,clip derived from file0100washingmachine.mp3
clock_tick/1-21934-A-38.wav,1,38,clock_tick,True,21934,A,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/21934/,clip derived from 20060810.peters.clock.01.flac
clock_tick/1-21935-A-38.wav,1,38,clock_tick,True,21935,A,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/21935/,clip derived from 20060810.peters.clock.02.flac
footsteps/1-223162-A-25.wav,1,25,footsteps,False,223162,A,Yoyodaman234,CC0,http://www.freesound.org/people/Yoyodaman234/sounds/223162/,clip derived from wooden panel footstep 3
crying_baby/1-22694-A-20.wav,1,20,crying_baby,True,22694,A,Erdie,CC-BY,http://www.freesound.org/people/Erdie/sounds/22694/,clip derived from baby2.mp3
crying_baby/1-22694-B-20.wav,1,20,crying_baby,True,22694,B,Erdie,CC-BY,http://www.freesound.org/people/Erdie/sounds/22694/,clip derived from baby2.mp3
church_bells/1-22804-A-46.wav,1,46,church_bells,False,22804,A,acclivity,CC-BY-NC,http://www.freesound.org/people/acclivity/sounds/22804/,clip derived from CathedralOfTheDowns.mp3
engine/1-22882-A-44.wav,1,44,engine,False,22882,A,Corsica_S,CC-BY,http://www.freesound.org/people/Corsica_S/sounds/22882/,clip derived from idle truck.flac
water_drops/1-23094-A-15.wav,1,15,water_drops,False,23094,A,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/23094/,clip derived from 20060915.drip.wav
water_drops/1-23094-B-15.wav,1,15,water_drops,False,23094,B,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/23094/,clip derived from 20060915.drip.wav
thunderstorm/1-23222-A-19.wav,1,19,thunderstorm,False,23222,A,Erdie,CC-BY,http://www.freesound.org/people/Erdie/sounds/23222/,clip derived from thunderstorm2.flac
thunderstorm/1-23222-B-19.wav,1,19,thunderstorm,False,23222,B,Erdie,CC-BY,http://www.freesound.org/people/Erdie/sounds/23222/,clip derived from thunderstorm2.flac
hand_saw/1-23706-A-49.wav,1,49,hand_saw,False,23706,A,hazure,CC-BY,http://www.freesound.org/people/hazure/sounds/23706/,clip derived from saw.wav
washing_machine/1-23996-A-35.wav,1,35,washing_machine,False,23996,A,acclivity,CC-BY-NC,http://www.freesound.org/people/acclivity/sounds/23996/,clip derived from WashingMachine1.flac
washing_machine/1-23996-B-35.wav,1,35,washing_machine,False,23996,B,acclivity,CC-BY-NC,http://www.freesound.org/people/acclivity/sounds/23996/,clip derived from WashingMachine1.flac
car_horn/1-24074-A-43.wav,1,43,car_horn,False,24074,A,cinemafia,CC-Sampling+,http://www.freesound.org/people/cinemafia/sounds/24074/,clip derived from 405_Car_Horn_Serenade.wav
car_horn/1-24076-A-43.wav,1,43,car_horn,False,24076,A,cinemafia,CC-Sampling+,http://www.freesound.org/people/cinemafia/sounds/24076/,clip derived from Hollywood_5am_Bus_and_Car_Horn.wav
thunderstorm/1-24524-A-19.wav,1,19,thunderstorm,False,24524,A,Erdie,CC-BY,http://www.freesound.org/people/Erdie/sounds/24524/,clip derived from thunderstorm-raw-data.flac
thunderstorm/1-24524-B-19.wav,1,19,thunderstorm,False,24524,B,Erdie,CC-BY,http://www.freesound.org/people/Erdie/sounds/24524/,clip derived from thunderstorm-raw-data.flac
thunderstorm/1-24524-C-19.wav,1,19,thunderstorm,False,24524,C,Erdie,CC-BY,http://www.freesound.org/people/Erdie/sounds/24524/,clip derived from thunderstorm-raw-data.flac
airplane/1-24796-A-47.wav,1,47,airplane,False,24796,A,Terwelp,CC-BY,http://www.freesound.org/people/Terwelp/sounds/24796/,clip derived from Jet over Rosemont Horizon Parking Lot.wav
car_horn/1-254507-A-43.wav,1,43,car_horn,False,254507,A,YleArkisto,CC-BY,http://www.freesound.org/people/YleArkisto/sounds/254507/,"clip derived from Henkil\xf6auto, ohi asfaltilla, \xe4\xe4nimerkki, auton torvi / A car passing by fast, horn honking, doppler, Moskvitsh, a 1962 model"
fireworks/1-25777-A-48.wav,1,48,fireworks,False,25777,A,ermine,CC-BY-NC,http://www.freesound.org/people/ermine/sounds/25777/,clip derived from multistage_whistling_fireworks_mkh3040_061105.wav
fireworks/1-25781-A-48.wav,1,48,fireworks,False,25781,A,ermine,CC-BY-NC,http://www.freesound.org/people/ermine/sounds/25781/,clip derived from whistling_fireworks_mkh3040_061105.wav
pig/1-260640-A-2.wav,1,2,pig,False,260640,A,TheAcidRomance,CC0,http://www.freesound.org/people/TheAcidRomance/sounds/260640/,clip derived from Pig Squealing.mp3
pig/1-260640-B-2.wav,1,2,pig,False,260640,B,TheAcidRomance,CC0,http://www.freesound.org/people/TheAcidRomance/sounds/260640/,clip derived from Pig Squealing.mp3
pig/1-260640-C-2.wav,1,2,pig,False,260640,C,TheAcidRomance,CC0,http://www.freesound.org/people/TheAcidRomance/sounds/260640/,clip derived from Pig Squealing.mp3
sneezing/1-26143-A-21.wav,1,21,sneezing,True,26143,A,WIM,CC-BY,http://www.freesound.org/people/WIM/sounds/26143/,clip derived from hatsjoe.wav
car_horn/1-26176-A-43.wav,1,43,car_horn,False,26176,A,WIM,CC-BY,http://www.freesound.org/people/WIM/sounds/26176/,clip derived from toet00.wav
car_horn/1-26177-A-43.wav,1,43,car_horn,False,26177,A,WIM,CC-BY,http://www.freesound.org/people/WIM/sounds/26177/,clip derived from toettoet02_.wav
door_wood_knock/1-26188-A-30.wav,1,30,door_wood_knock,False,26188,A,fogma,CC-BY,http://www.freesound.org/people/fogma/sounds/26188/,clip derived from Shop Door Knocks Original.wav
rain/1-26222-A-10.wav,1,10,rain,True,26222,A,Walter_Odington,CC0,http://www.freesound.org/people/Walter_Odington/sounds/26222/,clip derived from medium heavey rain.wav
rooster/1-26806-A-1.wav,1,1,rooster,True,26806,A,jimblodget,CC-BY,http://www.freesound.org/people/jimblodget/sounds/26806/,clip derived from crows.aiff
washing_machine/1-27165-A-35.wav,1,35,washing_machine,False,27165,A,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/27165/,clip derived from 20061205.washing.machine.pumping.flac
washing_machine/1-27166-A-35.wav,1,35,washing_machine,False,27166,A,dobroide,CC-BY,http://www.freesound.org/people/dobroide/sounds/27166/,clip derived from 20061205.washing.machine.spinning.flac
snoring/1-27403-A-28.wav,1,28,snoring,False,27403,A,ermine,CC-BY-NC,http://www.freesound.org/people/ermine/sounds/27403/,clip derived from snore_okm2.flac
snoring/1-27405-A-28.wav,1,28,snoring,False,27405,A,ermine,CC-BY-NC,http://www.freesound.org/people/ermine/sounds/27405/,clip derived from snore_okm2_t3.flac
rooster/1-27724-A-1.wav,1,1,rooster,True,27724,A,philippe b,CC0,http://www.freesound.org/people/philippe%20b/sounds/27724/,clip derived from citadel park gand.wav
toilet_flush/1-28005-A-18.wav,1,18,toilet_flush,False,28005,A,Konamiuss,CC0,http://www.freesound.org/people/Konamiuss/sounds/28005/,clip derived from Flush1.wav
sea_waves/1-28135-A-11.wav,1,11,sea_waves,True,28135,A,HerbertBoland,CC-BY,http://www.freesound.org/people/HerbertBoland/sounds/28135/,clip derived from Branding_kort.wav
sea_waves/1-28135-B-11.wav,1,11,sea_waves,True,28135,B,HerbertBoland,CC-BY,http://www.freesound.org/people/HerbertBoland/sounds/28135/,clip derived from Branding_kort.wav
car_horn/1-28808-A-43.wav,1,43,car_horn,False,28808,A,ERH,CC-BY,http://www.freesound.org/people/ERH/sounds/28808/,clip derived from wedding cars.wav
wind/1-29532-A-16.wav,1,16,wind,False,29532,A,eliasheuninck,CC0,http://www.freesound.org/people/eliasheuninck/sounds/29532/,clip derived from wind3.wav
rain/1-29561-A-10.wav,1,10,rain,True,29561,A,palem,CC0,http://www.freesound.org/people/palem/sounds/29561/,clip derived from rain.aif
sneezing/1-29680-A-21.wav,1,21,sneezing,True,29680,A,HerbertBoland,CC-BY,http://www.freesound.org/people/HerbertBoland/sounds/29680/,clip derived from Sneeze_.wav
laughing/1-30039-A-26.wav,1,26,laughing,False,30039,A,Corsica_S,CC-BY,http://www.freesound.org/people/Corsica_S/sounds/30039/,clip derived from small group laugh 2.flac
