file_name,split,target,label,attr_id,attr_lic,attr_url,attr_note
pseudacris_crucifer/inat_325499944_sound_1689211.wav,train,24268,pseudacris_crucifer,pagophila,cc-by-nc,https://static.inaturalist.org/sounds/1689211.wav?1762613802,
pseudacris_crucifer/inat_325409018_sound_1688752.wav,train,24268,pseudacris_crucifer,syrherp,cc-by-nc,https://static.inaturalist.org/sounds/1688752.m4a?1762560314,modified clip from original source
pseudacris_crucifer/inat_325113982_sound_1687237.wav,train,24268,pseudacris_crucifer,pagophila,cc-by-nc,https://static.inaturalist.org/sounds/1687237.wav?1762389917,
pseudacris_crucifer/inat_325112818_sound_1687230.wav,train,24268,pseudacris_crucifer,pagophila,cc-by-nc,https://static.inaturalist.org/sounds/1687230.wav?1762389311,
pseudacris_crucifer/inat_324560648_sound_1684715.wav,train,24268,pseudacris_crucifer,zitserm,cc-by-nc,https://static.inaturalist.org/sounds/1684715.m4a?1762109116,modified clip from original source
pseudacris_crucifer/inat_324094657_sound_1682488.wav,train,24268,pseudacris_crucifer,syrherp,cc-by-nc,https://static.inaturalist.org/sounds/1682488.m4a?1761882214,modified clip from original source
pseudacris_crucifer/inat_323358628_sound_1679006.wav,train,24268,pseudacris_crucifer,reya,cc-by-nc,https://static.inaturalist.org/sounds/1679006.m4a?1761527083,modified clip from original source
pseudacris_crucifer/inat_322137636_sound_1673434.wav,train,24268,pseudacris_crucifer,uwland_lee,cc-by-nc,https://static.inaturalist.org/sounds/1673434.m4a?1761001550,modified clip from original source
pseudacris_crucifer/inat_321832345_sound_1671993.wav,train,24268,pseudacris_crucifer,kylealdinger,cc-by-nc,https://static.inaturalist.org/sounds/1671993.m4a?1760881472,modified clip from original source
pseudacris_crucifer/inat_321628820_sound_1671143.wav,train,24268,pseudacris_crucifer,peygeon,cc-by-nc,https://static.inaturalist.org/sounds/1671143.wav?1760802448,
pseudacris_crucifer/inat_321534951_sound_1670769.wav,train,24268,pseudacris_crucifer,rgraveolens,cc-by-nc,https://static.inaturalist.org/sounds/1670769.m4a?1760755595,modified clip from original source
pseudacris_crucifer/inat_321534951_sound_1670768.wav,train,24268,pseudacris_crucifer,rgraveolens,cc-by-nc,https://static.inaturalist.org/sounds/1670768.m4a?1760755595,modified clip from original source
pseudacris_crucifer/inat_321455933_sound_1670326.wav,train,24268,pseudacris_crucifer,saturiwa,cc-by-nc,https://static.inaturalist.org/sounds/1670326.wav?1760725218,
pseudacris_crucifer/inat_321430683_sound_1670206.wav,train,24268,pseudacris_crucifer,alpine-j,cc-by-nc,https://static.inaturalist.org/sounds/1670206.m4a?1760717051,modified clip from original source
pseudacris_crucifer/inat_321132054_sound_1668846.wav,train,24268,pseudacris_crucifer,thesoulflowers,cc-by-nc,https://static.inaturalist.org/sounds/1668846.m4a?1760569916,modified clip from original source
pseudacris_crucifer/inat_321126745_sound_1668835.wav,train,24268,pseudacris_crucifer,turtlehelper,cc-by-nc,https://static.inaturalist.org/sounds/1668835.mp3?1760567666,modified clip from original source
pseudacris_crucifer/inat_321104138_sound_1668673.wav,train,24268,pseudacris_crucifer,kylealdinger,cc-by-nc,https://static.inaturalist.org/sounds/1668673.m4a?1760559725,modified clip from original source
pseudacris_crucifer/inat_320210612_sound_1664614.wav,train,24268,pseudacris_crucifer,averybl,cc-by-nc,https://static.inaturalist.org/sounds/1664614.wav?1760205068,
pseudacris_crucifer/inat_319439546_sound_1660936.wav,train,24268,pseudacris_crucifer,lisagpetrie,cc-by-nc,https://static.inaturalist.org/sounds/1660936.m4a?1759871596,modified clip from original source
pseudacris_crucifer/inat_319377000_sound_1660613.wav,train,24268,pseudacris_crucifer,cheynef,cc-by-nc,https://static.inaturalist.org/sounds/1660613.m4a?1759850606,modified clip from original source
pseudacris_crucifer/inat_319373626_sound_1660599.wav,train,24268,pseudacris_crucifer,olivier_herlin,cc-by-nc,https://static.inaturalist.org/sounds/1660599.m4a?1759849336,modified clip from original source
pseudacris_crucifer/inat_319224977_sound_1659883.wav,train,24268,pseudacris_crucifer,kyrram,cc-by-nc,https://static.inaturalist.org/sounds/1659883.m4a?1759784754,modified clip from original source
pseudacris_crucifer/inat_319162617_sound_1659652.wav,train,24268,pseudacris_crucifer,vbro,cc-by-nc,https://static.inaturalist.org/sounds/1659652.m4a?1759766429,modified clip from original source
pseudacris_crucifer/inat_319154553_sound_1659625.wav,train,24268,pseudacris_crucifer,kylealdinger,cc-by-nc,https://static.inaturalist.org/sounds/1659625.m4a?1759764173,modified clip from original source
pseudacris_crucifer/inat_319030859_sound_1658982.wav,train,24268,pseudacris_crucifer,kimberlydw,cc-by-nc,https://static.inaturalist.org/sounds/1658982.mp3?1759711673,modified clip from original source
pseudacris_crucifer/inat_319008063_sound_1658871.wav,train,24268,pseudacris_crucifer,latulippe,cc-by-nc,https://static.inaturalist.org/sounds/1658871.m4a?1759704438,modified clip from original source
pseudacris_crucifer/inat_319007102_sound_1658868.wav,train,24268,pseudacris_crucifer,latulippe,cc-by-nc,https://static.inaturalist.org/sounds/1658868.m4a?1759704201,modified clip from original source
pseudacris_crucifer/inat_318991215_sound_1658792.wav,train,24268,pseudacris_crucifer,thesoulflowers,cc-by-nc,https://static.inaturalist.org/sounds/1658792.m4a?1759699600,modified clip from original source
pseudacris_crucifer/inat_318887043_sound_1658374.wav,train,24268,pseudacris_crucifer,ryanleys,cc-by-nc,https://static.inaturalist.org/sounds/1658374.m4a?1759674513,modified clip from original source
pseudacris_crucifer/inat_318876348_sound_1658913.wav,train,24268,pseudacris_crucifer,scottgillingwater,cc-by-nc,https://static.inaturalist.org/sounds/1658913.m4a?1759706636,modified clip from original source
pseudacris_crucifer/inat_318834439_sound_1658143.wav,train,24268,pseudacris_crucifer,terriblereptiles77,cc-by-nc,https://static.inaturalist.org/sounds/1658143.m4a?1759654727,modified clip from original source
pseudacris_crucifer/inat_318720021_sound_1657717.wav,train,24268,pseudacris_crucifer,kadeemgilbert,cc-by-nc,https://static.inaturalist.org/sounds/1657717.m4a?1759611154,modified clip from original source
pseudacris_crucifer/inat_317887218_sound_1654171.wav,train,24268,pseudacris_crucifer,turtlehelper,cc-by-nc,https://static.inaturalist.org/sounds/1654171.mp3?1759277491,modified clip from original source
pseudacris_crucifer/inat_317782614_sound_1653811.wav,train,24268,pseudacris_crucifer,rlaforetml7,cc-by-nc,https://static.inaturalist.org/sounds/1653811.m4a?1759245885,modified clip from original source
pseudacris_crucifer/inat_317743811_sound_1653656.wav,train,24268,pseudacris_crucifer,zitserm,cc-by-nc,https://static.inaturalist.org/sounds/1653656.m4a?1759233097,modified clip from original source
pseudacris_crucifer/inat_317663078_sound_1653237.wav,train,24268,pseudacris_crucifer,mckennagr,cc-by-nc,https://static.inaturalist.org/sounds/1653237.wav?1759189282,
pseudacris_crucifer/inat_317644834_sound_1653204.wav,train,24268,pseudacris_crucifer,sgolden06,cc-by-nc,https://static.inaturalist.org/sounds/1653204.m4a?1759186229,modified clip from original source
pseudacris_crucifer/inat_317227951_sound_1651420.wav,train,24268,pseudacris_crucifer,lizzp1000,cc-by-nc,https://static.inaturalist.org/sounds/1651420.m4a?1759061081,modified clip from original source
pseudacris_crucifer/inat_317227951_sound_1651421.wav,train,24268,pseudacris_crucifer,lizzp1000,cc-by-nc,https://static.inaturalist.org/sounds/1651421.m4a?1759061082,modified clip from original source
pseudacris_crucifer/inat_317169995_sound_1650921.wav,train,24268,pseudacris_crucifer,zitserm,cc-by-nc,https://static.inaturalist.org/sounds/1650921.m4a?1759033590,modified clip from original source
pseudacris_crucifer/inat_317121085_sound_1650748.wav,train,24268,pseudacris_crucifer,scottgillingwater,cc-by-nc,https://static.inaturalist.org/sounds/1650748.m4a?1759016987,modified clip from original source
pseudacris_crucifer/inat_317117369_sound_1650726.wav,train,24268,pseudacris_crucifer,cerys_just_cerys,cc-by-nc,https://static.inaturalist.org/sounds/1650726.m4a?1759015897,modified clip from original source
pseudacris_crucifer/inat_317117369_sound_1650727.wav,train,24268,pseudacris_crucifer,cerys_just_cerys,cc-by-nc,https://static.inaturalist.org/sounds/1650727.m4a?1759015908,modified clip from original source
pseudacris_crucifer/inat_317069874_sound_1650537.wav,train,24268,pseudacris_crucifer,zitserm,cc-by-nc,https://static.inaturalist.org/sounds/1650537.m4a?1759004256,modified clip from original source
pseudacris_crucifer/inat_317023333_sound_1650387.wav,train,24268,pseudacris_crucifer,zoewaller,cc-by-nc,https://static.inaturalist.org/sounds/1650387.m4a?1758993998,modified clip from original source
pseudacris_crucifer/inat_316991633_sound_1650354.wav,train,24268,pseudacris_crucifer,lissa_d,cc-by-nc,https://static.inaturalist.org/sounds/1650354.m4a?1758991117,modified clip from original source
pseudacris_crucifer/inat_316775163_sound_1649203.wav,train,24268,pseudacris_crucifer,calebhelsel,cc-by-nc,https://static.inaturalist.org/sounds/1649203.m4a?1758906659,modified clip from original source
pseudacris_crucifer/inat_316739372_sound_1649079.wav,train,24268,pseudacris_crucifer,spittlebug,cc-by-nc,https://static.inaturalist.org/sounds/1649079.m4a?1758897215,modified clip from original source
pseudacris_crucifer/inat_316665055_sound_1648670.wav,train,24268,pseudacris_crucifer,whipper4,cc-by-nc,https://static.inaturalist.org/sounds/1648670.m4a?1758861682,modified clip from original source
pseudacris_crucifer/inat_316634537_sound_1648472.wav,train,24268,pseudacris_crucifer,damienmullin,cc-by,https://static.inaturalist.org/sounds/1648472.m4a?1758847632,modified clip from original source
pseudacris_crucifer/inat_316564236_sound_1648216.wav,train,24268,pseudacris_crucifer,turtlehelper,cc-by-nc,https://static.inaturalist.org/sounds/1648216.mp3?1758824261,modified clip from original source
pseudacris_crucifer/inat_316564209_sound_1648215.wav,train,24268,pseudacris_crucifer,turtlehelper,cc-by-nc,https://static.inaturalist.org/sounds/1648215.mp3?1758824254,modified clip from original source
pseudacris_crucifer/inat_316564172_sound_1648214.wav,train,24268,pseudacris_crucifer,turtlehelper,cc-by-nc,https://static.inaturalist.org/sounds/1648214.mp3?1758824243,modified clip from original source
pseudacris_crucifer/inat_316428551_sound_1647371.wav,train,24268,pseudacris_crucifer,jpage_cwf,cc-by-nc,https://static.inaturalist.org/sounds/1647371.m4a?1758766143,modified clip from original source
pseudacris_crucifer/inat_316427186_sound_1647399.wav,train,24268,pseudacris_crucifer,terriblereptiles77,cc-by-nc,https://static.inaturalist.org/sounds/1647399.m4a?1758768120,modified clip from original source
pseudacris_crucifer/inat_316409076_sound_1647315.wav,train,24268,pseudacris_crucifer,rsety,cc0,https://static.inaturalist.org/sounds/1647315.m4a?1758758565,modified clip from original source
pseudacris_crucifer/inat_316367585_sound_1647169.wav,train,24268,pseudacris_crucifer,trisha_s,cc-by-nc,https://static.inaturalist.org/sounds/1647169.m4a?1758745018,modified clip from original source
pseudacris_crucifer/inat_316322231_sound_1646976.wav,train,24268,pseudacris_crucifer,lada51newttb,cc-by-nc,https://static.inaturalist.org/sounds/1646976.wav?1758731683,
pseudacris_crucifer/inat_316270302_sound_1646778.wav,train,24268,pseudacris_crucifer,smartinbiologist,cc-by-nc,https://static.inaturalist.org/sounds/1646778.m4a?1758716383,modified clip from original source
pseudacris_crucifer/inat_316242441_sound_1646634.wav,train,24268,pseudacris_crucifer,turtlehelper,cc-by-nc,https://static.inaturalist.org/sounds/1646634.mp3?1758704166,modified clip from original source
pseudacris_crucifer/inat_316196309_sound_1646448.wav,train,24268,pseudacris_crucifer,bellabaxter,cc-by-nc,https://static.inaturalist.org/sounds/1646448.m4a?1758680475,modified clip from original source
pseudacris_crucifer/inat_316152288_sound_1646175.wav,train,24268,pseudacris_crucifer,donaldasutherland,cc-by-nc,https://static.inaturalist.org/sounds/1646175.m4a?1758664543,modified clip from original source
pseudacris_crucifer/inat_316075448_sound_1645842.wav,train,24268,pseudacris_crucifer,t0adprince,cc-by-nc,https://static.inaturalist.org/sounds/1645842.mp3?1758643045,modified clip from original source
pseudacris_crucifer/inat_316075448_sound_1645843.wav,train,24268,pseudacris_crucifer,t0adprince,cc-by-nc,https://static.inaturalist.org/sounds/1645843.mp3?1758643047,modified clip from original source
pseudacris_crucifer/inat_316065232_sound_1645798.wav,train,24268,pseudacris_crucifer,liminal_leaf_litter,cc-by-nc,https://static.inaturalist.org/sounds/1645798.m4a?1758640419,modified clip from original source
pseudacris_crucifer/inat_315816685_sound_1644874.wav,train,24268,pseudacris_crucifer,oliviagaetz,cc-by-nc,https://static.inaturalist.org/sounds/1644874.m4a?1758552418,modified clip from original source
pseudacris_crucifer/inat_315774474_sound_1644669.wav,train,24268,pseudacris_crucifer,fryj,cc-by-nc,https://static.inaturalist.org/sounds/1644669.m4a?1758537779,modified clip from original source
pseudacris_crucifer/inat_315519520_sound_1643697.wav,train,24268,pseudacris_crucifer,calebhelsel,cc-by-nc,https://static.inaturalist.org/sounds/1643697.m4a?1758462920,modified clip from original source
pseudacris_crucifer/inat_315234340_sound_1642465.wav,train,24268,pseudacris_crucifer,lisa63,cc-by,https://static.inaturalist.org/sounds/1642465.m4a?1758375488,modified clip from original source
pseudacris_crucifer/inat_314897551_sound_1641046.wav,train,24268,pseudacris_crucifer,baronbradley,cc-by-nc,https://static.inaturalist.org/sounds/1641046.m4a?1758236502,modified clip from original source
pseudacris_crucifer/inat_314789360_sound_1640446.wav,train,24268,pseudacris_crucifer,kateedid,cc-by-nc,https://static.inaturalist.org/sounds/1640446.m4a?1758203396,modified clip from original source
pseudacris_crucifer/inat_314733062_sound_1640204.wav,train,24268,pseudacris_crucifer,mnwild,cc-by-nc,https://static.inaturalist.org/sounds/1640204.wav?1758174643,
pseudacris_crucifer/inat_314678687_sound_1639895.wav,train,24268,pseudacris_crucifer,sp4rrows,cc-by-nc,https://static.inaturalist.org/sounds/1639895.wav?1758150608,
pseudacris_crucifer/inat_314639002_sound_1639737.wav,train,24268,pseudacris_crucifer,stevethesnakeguy,cc-by-nc,https://static.inaturalist.org/sounds/1639737.m4a?1758137533,modified clip from original source
pseudacris_crucifer/inat_313974870_sound_1636711.wav,train,24268,pseudacris_crucifer,mayab2135,cc-by-nc,https://static.inaturalist.org/sounds/1636711.m4a?1757889414,modified clip from original source
pseudacris_crucifer/inat_313952119_sound_1636641.wav,train,24268,pseudacris_crucifer,zitserm,cc-by-nc,https://static.inaturalist.org/sounds/1636641.m4a?1757883635,modified clip from original source
pseudacris_crucifer/inat_313951032_sound_1636624.wav,train,24268,pseudacris_crucifer,zitserm,cc-by-nc,https://static.inaturalist.org/sounds/1636624.m4a?1757883372,modified clip from original source
pseudacris_crucifer/inat_313716255_sound_1635557.wav,train,24268,pseudacris_crucifer,calebhelsel,cc-by-nc,https://static.inaturalist.org/sounds/1635557.m4a?1757809773,modified clip from original source
pseudacris_crucifer/inat_313659859_sound_1635171.wav,train,24268,pseudacris_crucifer,mckennagr,cc-by-nc,https://static.inaturalist.org/sounds/1635171.wav?1757787260,
pseudacris_crucifer/inat_313651927_sound_1635328.wav,train,24268,pseudacris_crucifer,peterq,cc-by,https://static.inaturalist.org/sounds/1635328.m4a?1757792656,modified clip from original source
lithobates_clamitans/inat_326281576_sound_1692753.wav,train,65982,lithobates_clamitans,syrherp,cc-by-nc,https://static.inaturalist.org/sounds/1692753.m4a?1763005552,modified clip from original source
lithobates_clamitans/inat_320109196_sound_1664054.wav,train,65982,lithobates_clamitans,richardlitt,cc-by,https://static.inaturalist.org/sounds/1664054.mp3?1760165646,modified clip from original source
lithobates_clamitans/inat_317883731_sound_1654154.wav,train,65982,lithobates_clamitans,guygadbois,cc-by-nc,https://static.inaturalist.org/sounds/1654154.wav?1759275978,
lithobates_clamitans/inat_311604775_sound_1625791.wav,train,65982,lithobates_clamitans,mckennagr,cc-by-nc,https://static.inaturalist.org/sounds/1625791.wav?1757035250,
lithobates_clamitans/inat_310469997_sound_1620973.wav,train,65982,lithobates_clamitans,quyksilver,cc-by-nc,https://static.inaturalist.org/sounds/1620973.m4a?1756646790,modified clip from original source
lithobates_clamitans/inat_309856029_sound_1618637.wav,train,65982,lithobates_clamitans,amleal,cc-by-nc,https://static.inaturalist.org/sounds/1618637.m4a?1756428902,modified clip from original source
lithobates_clamitans/inat_308298258_sound_1612454.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1612454.m4a?1755902663,modified clip from original source
lithobates_clamitans/inat_307903010_sound_1610897.wav,train,65982,lithobates_clamitans,bcs_mass,cc-by,https://static.inaturalist.org/sounds/1610897.m4a?1755754810,modified clip from original source
lithobates_clamitans/inat_307271088_sound_1608402.wav,train,65982,lithobates_clamitans,ozarkakerzfarm,cc-by-nc,https://static.inaturalist.org/sounds/1608402.m4a?1755525014,modified clip from original source
lithobates_clamitans/inat_307240846_sound_1608286.wav,train,65982,lithobates_clamitans,bwb003,cc-by-nc,https://static.inaturalist.org/sounds/1608286.m4a?1755514206,modified clip from original source
lithobates_clamitans/inat_307053886_sound_1607652.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1607652.m4a?1755449671,modified clip from original source
lithobates_clamitans/inat_307053886_sound_1607654.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1607654.m4a?1755449758,modified clip from original source
lithobates_clamitans/inat_307052466_sound_1607648.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1607648.m4a?1755449347,modified clip from original source
lithobates_clamitans/inat_306893622_sound_1607054.wav,train,65982,lithobates_clamitans,janeplough,cc-by-nc,https://static.inaturalist.org/sounds/1607054.m4a?1755395589,modified clip from original source
lithobates_clamitans/inat_306624572_sound_1605836.wav,train,65982,lithobates_clamitans,plantmandrew,cc-by-nc,https://static.inaturalist.org/sounds/1605836.wav?1755306948,
lithobates_clamitans/inat_306624566_sound_1605841.wav,train,65982,lithobates_clamitans,plantmandrew,cc-by-nc,https://static.inaturalist.org/sounds/1605841.wav?1755307261,
lithobates_clamitans/inat_306426899_sound_1604887.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1604887.m4a?1755240234,modified clip from original source
lithobates_clamitans/inat_306171334_sound_1603678.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1603678.m4a?1755144037,modified clip from original source
lithobates_clamitans/inat_305957661_sound_1602883.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1602883.m4a?1755069862,modified clip from original source
lithobates_clamitans/inat_305957554_sound_1602882.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1602882.m4a?1755069808,modified clip from original source
lithobates_clamitans/inat_305655173_sound_1601453.wav,train,65982,lithobates_clamitans,cammfl,cc-by-nc,https://static.inaturalist.org/sounds/1601453.m4a?1754956864,modified clip from original source
lithobates_clamitans/inat_305552283_sound_1601101.wav,train,65982,lithobates_clamitans,jeanmells,cc-by-nc,https://static.inaturalist.org/sounds/1601101.m4a?1754927914,modified clip from original source
lithobates_clamitans/inat_305552283_sound_1609338.wav,train,65982,lithobates_clamitans,jeanmells,cc-by-nc,https://static.inaturalist.org/sounds/1609338.m4a?1755614407,modified clip from original source
lithobates_clamitans/inat_304865982_sound_1598115.wav,train,65982,lithobates_clamitans,sadawolk,cc-by,https://static.inaturalist.org/sounds/1598115.m4a?1754705607,modified clip from original source
lithobates_clamitans/inat_304749132_sound_1597635.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1597635.m4a?1754670686,modified clip from original source
lithobates_clamitans/inat_304749132_sound_1597636.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1597636.m4a?1754670740,modified clip from original source
lithobates_clamitans/inat_304654879_sound_1597142.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1597142.m4a?1754633696,modified clip from original source
lithobates_clamitans/inat_304653029_sound_1597139.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1597139.m4a?1754632739,modified clip from original source
lithobates_clamitans/inat_304652795_sound_1597137.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1597137.m4a?1754632584,modified clip from original source
lithobates_clamitans/inat_304630050_sound_1597035.wav,train,65982,lithobates_clamitans,supertiger,cc-by,https://static.inaturalist.org/sounds/1597035.mp3?1754620483,modified clip from original source
lithobates_clamitans/inat_304622622_sound_1597013.wav,train,65982,lithobates_clamitans,sadawolk,cc-by,https://static.inaturalist.org/sounds/1597013.m4a?1754618326,modified clip from original source
lithobates_clamitans/inat_304538418_sound_1596633.wav,train,65982,lithobates_clamitans,jgingold,cc-by-nc,https://static.inaturalist.org/sounds/1596633.m4a?1754592361,modified clip from original source
lithobates_clamitans/inat_304398872_sound_1596086.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1596086.m4a?1754540994,modified clip from original source
lithobates_clamitans/inat_304398731_sound_1596084.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1596084.m4a?1754540917,modified clip from original source
lithobates_clamitans/inat_303770368_sound_1593292.wav,train,65982,lithobates_clamitans,micahmcd13,cc-by-nc,https://static.inaturalist.org/sounds/1593292.wav?1754330659,
lithobates_clamitans/inat_303725019_sound_1593146.wav,train,65982,lithobates_clamitans,wgrubert,cc-by-nc,https://static.inaturalist.org/sounds/1593146.m4a?1754319367,modified clip from original source
lithobates_clamitans/inat_303443116_sound_1592084.wav,train,65982,lithobates_clamitans,thecorvidkid,cc-by-nc,https://static.inaturalist.org/sounds/1592084.m4a?1754239069,modified clip from original source
lithobates_clamitans/inat_303382767_sound_1591762.wav,train,65982,lithobates_clamitans,bio-lover,cc-by-nc,https://static.inaturalist.org/sounds/1591762.m4a?1754219638,modified clip from original source
lithobates_clamitans/inat_303288437_sound_1591341.wav,train,65982,lithobates_clamitans,gabrielfisher-navarro,cc-by-nc,https://static.inaturalist.org/sounds/1591341.m4a?1754181559,modified clip from original source
lithobates_clamitans/inat_303173006_sound_1590833.wav,train,65982,lithobates_clamitans,pillwixler,cc-by-nc,https://static.inaturalist.org/sounds/1590833.wav?1754151840,
lithobates_clamitans/inat_303143313_sound_1590748.wav,train,65982,lithobates_clamitans,marilyn-elaine,cc-by-nc,https://static.inaturalist.org/sounds/1590748.m4a?1754148293,modified clip from original source
lithobates_clamitans/inat_303001979_sound_1589995.wav,train,65982,lithobates_clamitans,dwabrams,cc-by-nc,https://static.inaturalist.org/sounds/1589995.wav?1754094678,
lithobates_clamitans/inat_302764897_sound_1588895.wav,train,65982,lithobates_clamitans,johndreynolds,cc-by-nc,https://static.inaturalist.org/sounds/1588895.m4a?1754012165,modified clip from original source
lithobates_clamitans/inat_302539036_sound_1587944.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1587944.m4a?1753939592,modified clip from original source
lithobates_clamitans/inat_302274711_sound_1586809.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1586809.m4a?1753850032,modified clip from original source
lithobates_clamitans/inat_302233907_sound_1586662.wav,train,65982,lithobates_clamitans,kylealdinger,cc-by-nc,https://static.inaturalist.org/sounds/1586662.m4a?1753835691,modified clip from original source
lithobates_clamitans/inat_302213160_sound_1586572.wav,train,65982,lithobates_clamitans,donny36157,cc-by-nc,https://static.inaturalist.org/sounds/1586572.m4a?1753829141,modified clip from original source
lithobates_clamitans/inat_302116182_sound_1586211.wav,train,65982,lithobates_clamitans,tamarabb,cc-by-nc,https://static.inaturalist.org/sounds/1586211.m4a?1753804071,modified clip from original source
lithobates_clamitans/inat_302026270_sound_1585887.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1585887.m4a?1753770343,modified clip from original source
lithobates_clamitans/inat_302025258_sound_1585885.wav,train,65982,lithobates_clamitans,animalmanpa,cc-by-nc,https://static.inaturalist.org/sounds/1585885.m4a?1753769602,modified clip from original source
lithobates_clamitans/inat_302020585_sound_1585886.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1585886.m4a?1753770341,modified clip from original source
lithobates_clamitans/inat_302020334_sound_1585871.wav,train,65982,lithobates_clamitans,aaroncap,cc-by-nc,https://static.inaturalist.org/sounds/1585871.m4a?1753766712,modified clip from original source
lithobates_clamitans/inat_301996201_sound_1585760.wav,train,65982,lithobates_clamitans,kimcwren,cc-by-nc,https://static.inaturalist.org/sounds/1585760.m4a?1753756865,modified clip from original source
lithobates_clamitans/inat_301996201_sound_1585761.wav,train,65982,lithobates_clamitans,kimcwren,cc-by-nc,https://static.inaturalist.org/sounds/1585761.m4a?1753756867,modified clip from original source
